"","Gene.Symbol","Ensembl.id","Ensembl.id.version","Entrez.GeneId","Name","Tier","Genome.Location","Hallmark","Chr.Band","Somatic","Germline","Tumour.Types.Somatic.","Tumour.Types.Germline.","Cancer.Syndrome","Tissue.Type","Molecular.Genetics","Role.in.Cancer","Mutation.Types","Translocation.Partner","Other.Germline.Mut","Other.Syndrome","COSMIC.ID","cosmic.gene.name","Synonyms"
"261","FLI1","ENSG00000151702.16","ENSG00000151702",2313,"Friend leukemia virus integration 1",1,"11:128693770-128813267","",24.3,"yes","","Ewing sarcoma","","","M","Dom","oncogene, fusion","T","EWSR1","","","COSG322436","FLI1","2313,ENSG00000151702.16,EWSR2,FLI1,Q01543,SIC-1"
"262","FLNA","ENSG00000196924.15","ENSG00000196924",2316,"filamin A",2,"X:154348526-154374638","",28,"yes","","phyllodes tumour of the breast","","","E","","","Mis, F, O","","","","COSG342172","FLNA","2316,ABP-280,ENSG00000196924.15,FLN,FLN1,FLNA,OPD1,OPD2,P21333"
"263","FLT3","ENSG00000122025.14","ENSG00000122025",2322,"fms-related tyrosine kinase 3",1,"13:28003274-28100592","Yes",12.2,"yes","","AML, ALL","","","L","Dom","oncogene","Mis, O","","","","COSG214418","FLT3","2322,CD135,ENSG00000122025.14,FLK2,FLT3,P36888,STK1"
"264","FLT4","ENSG00000037280.15","ENSG00000037280",2324,"fms-related tyrosine kinase 4",1,"5:180601506-180649624","Yes",35.3,"yes","","soft tissue sarcoma","","","M","Dom","oncogene","A","","","","COSG386246","FLT4","2324,ENSG00000037280.15,FLT4,P35916,PCL,VEGFR3"
"265","FNBP1","ENSG00000187239.16","ENSG00000187239",23048,"formin binding protein 1 (FBP17)",2,"9:129887187-130043162","",34.11,"yes","","AML","","","L","Dom","fusion","T","KMT2A","","","COSG393136","FNBP1","23048,ENSG00000187239.16,FBP17,FNBP1,KIAA0554,Q96RU3"
"266","FOXA1","ENSG00000129514.5","ENSG00000129514",3169,"forkhead box A1",1,"14:37589984-37595034","Yes",21.1,"yes","","breast, prostate","","","E","Dom","oncogene","Mis, F","","","","COSG336391","FOXA1","3169,ENSG00000129514.5,FOXA1,HNF3A,P55317"
"267","FOXL2","ENSG00000183770.5","ENSG00000183770",668,"forkhead box L2",1,"3:138944224-138947140","Yes",22.3,"yes","","granulosa-cell tumour of the ovary","","","O","Dom","oncogene, TSG","Mis","","yes  ","Blepharophimosis, ptosis and epicanthus inversus Types I, II; Premature ovarian failure type III","COSG307576","FOXL2","668,BPES,BPES1,ENSG00000183770.5,FOXL2,P58012"
"268","FOXO1","ENSG00000150907.7","ENSG00000150907",2308,"forkhead box O1",1,"13:40555667-40666597","",14.11,"yes","","alveolar rhabdomyosarcoma","","","M","Dom","oncogene, TSG, fusion","T","PAX3, PAX7","","","COSG294141","FOXO1","2308,ENSG00000150907.7,FKH1,FKHR,FOXO1,FOXO1A,Q12778"
"269","FOXO3","ENSG00000118689.14","ENSG00000118689",2309,"forkhead box O3",1,"6:108560866-108684768","",21,"yes","","AL","","","L","Dom","oncogene, TSG, fusion","T","KMT2A","","","COSG293848","FOXO3","2309,AF6q21,ENSG00000118689.14,FKHRL1,FOXO2,FOXO3,FOXO3A,O43524"
"270","FOXO4","ENSG00000184481.16","ENSG00000184481",4303,"forkhead box O4",1,"X:71096197-71103535","",13.1,"yes","","AL, soft tissue sarcoma","","","L, M","Dom","oncogene, TSG, fusion","T","KMT2A, CIC","","","COSG333930","FOXO4","4303,AFX1,ENSG00000184481.16,FOXO4,MLLT7,P98177"
"271","FOXP1","ENSG00000114861.19","ENSG00000114861",27086,"forkhead box P1",1,"3:70954715-71583989","",13,"yes","","ALL","","","L","Dom","oncogene, fusion","T","PAX5","","","COSG396451","FOXP1","12CC4,27086,ENSG00000114861.19,FOXP1,HSPC215,Q9H334,QRF1,hFKH1B"
"272","FOXR1","ENSG00000176302.12","ENSG00000176302",283150,"forkhead box R1",2,"11:118971707-118981291","",23.3,"yes","","neuroblastoma","","","O","","oncogene, fusion","T","","","","COSG271702","FOXR1","283150,DLNB13,ENSG00000176302.12,FOXN5,FOXR1,Q6PIV2"
"273","FSTL3","ENSG00000070404.9","ENSG00000070404",10272,"follistatin-like 3 (secreted glycoprotein)",1,"19:676365-683399","",13.3,"yes","","B-CLL","","","L","Dom","oncogene, fusion","T","CCND1","","","COSG369883","FSTL3","10272,ENSG00000070404.9,FLRG,FSRP,FSTL3,O95633"
"274","FUBP1","ENSG00000162613.16","ENSG00000162613",8880,"far upstream element (FUSE) binding protein 1",1,"1:77948405-77979086","Yes",31.1,"yes","","oligodendroglioma","","","O","Rec","oncogene","F, N","","","","COSG257556","FUBP1","8880,ENSG00000162613.16,FBP,FUBP,FUBP1,Q96AE4"
"275","FUS","ENSG00000089280.18","ENSG00000089280",2521,"fusion, derived from t(12;16) malignant liposarcoma",1,"16:31180110-31194871","Yes",11.2,"yes","","liposarcoma, AML, Ewing sarcoma, angiomatoid fibrous histiocytoma, fibromyxoid sarcoma","","","M, L","Dom","TSG, fusion","T","DDIT3, ERG, FEV, ATF1, CREB3L2, CREB3L1, NFATC2","","","COSG351738","FUS","2521,ALS6,ENSG00000089280.18,FUS,FUS1,HNRNPP2,P35637,TLS,hnRNP-P2"
"276","GAS7","ENSG00000007237.18","ENSG00000007237",8522,"growth arrest-specific 7",1,"17:9913850-10198551","Yes",13.1,"yes","","AML*","","","L","Dom","fusion","T","KMT2A","","","COSG304084","GAS7","8522,ENSG00000007237.18,GAS7,KIAA0394,MGC1348,O60861"
"277","GATA1","ENSG00000102145.13","ENSG00000102145",2623,"GATA binding protein 1 (globin transcription factor 1)",1,"X:48786554-48794308","Yes",11.23,"yes","","megakaryoblastic leukaemia of Downs syndrome","","","L","Dom","oncogene, TSG","Mis, F","","","","COSG360980","GATA1","2623,ENSG00000102145.13,ERYF1,GATA-1,GATA1,GF1,NF-E1,NFE1,P15976"
"278","GATA2","ENSG00000179348.11","ENSG00000179348",2624,"GATA binding protein 2",1,"3:128479427-128493185","Yes",21.3,"yes","","AML (CML blast transformation)","","","L","Dom","oncogene","Mis","","","","COSG258013","GATA2","2624,ENSG00000179348.11,GATA2,NFE1B,P23769"
"279","GATA3","ENSG00000107485.16","ENSG00000107485",2625,"GATA binding protein 3",1,"10:8054653-8075203","Yes",14,"yes","","breast","","","E","Rec","oncogene, TSG","F, N, S","","yes  ","HDR syndrome (hypoparathyroidism, sensorineural deafness, and renal disease)","COSG196892","GATA3","2625,ENSG00000107485.16,GATA3,HDR,P23771"
"280","GLI1","ENSG00000111087.9","ENSG00000111087",2735,"GLI family zinc finger 1",2,"12:57460138-57472262","",13.3,"yes","","CRC, oesophagus cancer","","","E","","oncogene, fusion","T, F","","yes  ","IBD","COSG327438","GLI1","2735,ENSG00000111087.9,GLI,GLI1,P08151"
"281","GMPS","ENSG00000163655.15","ENSG00000163655",8833,"guanine monphosphate synthetase",2,"3:155870536-155944026","",25.31,"yes","","AML","","","L","Dom","fusion","T","KMT2A","","","COSG313229","GMPS","8833,ENSG00000163655.15,GATD7,GMPS,P49915"
"282","GNA11","ENSG00000088256.8","ENSG00000088256",2767,"guanine nucleotide binding protein (G protein), alpha 11 (Gq class)",1,"19:3094410-3124004","Yes",13.3,"yes","","uveal melanoma, primary central nervous system melanocytic neoplasms","","","E, O","Dom","oncogene","Mis","","","","COSG307255","GNA11","2767,ENSG00000088256.8,FBH,FBH2,FHH2,GNA11,HHC2,P29992"
"283","GNAQ","ENSG00000156052.10","ENSG00000156052",2776,"guanine nucleotide binding protein (G protein), q polypeptide",1,"9:77716087-78031458","Yes",21.2,"yes","","uveal melanoma, primary central nervous system melanocytic neoplasms","","","E, O","Dom","oncogene","Mis","","","","COSG363038","GNAQ","2776,ENSG00000156052.10,G-ALPHA-q,GAQ,GNAQ,P50148"
"284","GNAS","ENSG00000087460.24","ENSG00000087460",2778,"guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1",1,"20:58852714-58911192","Yes",13.32,"yes","","pituitary adenoma, pancreatic intraductal papillary mucinous neoplasm, fibrous dysplasia","","","E, M","Dom","oncogene","Mis","","yes  ","McCune-Albright syndrome; pseudohypoparathyroidism, type IA","COSG270692","GNAS","2778,ENSG00000087460.24,GNAS,GNAS1,GNASXL,GPSA,NESP,NESP55,Q5JWF2,SCG6,SgVI"
"285","GOLGA5","ENSG00000066455.12","ENSG00000066455",9950,"golgi autoantigen, golgin subfamily a, 5  (PTC5)",1,"14:92794231-92839963","",32.12,"yes","","papillary thyroid, Spitzoid tumour","","","E","Dom","fusion","T","RET","","","COSG395056","GOLGA5","9950,ENSG00000066455.12,GOLGA5,GOLIM5,Q8TBA6,golgin-84,ret-II,rfg5"
"286","GOPC","ENSG00000047932.13","ENSG00000047932",57120,"golgi associated PDZ and coiled-coil motif containing",1,"6:117560269-117602364","",22.1,"yes","","glioblastoma, cholangiocarcinoma, borderline ovarian","","","E, O","Dom","fusion","T","ROS1","","","COSG261823","GOPC","57120,CAL,ENSG00000047932.13,FIG,GOPC,GOPC1,PIST,Q9HD26,dJ94G16.2"
"287","GPC3","ENSG00000147257.13","ENSG00000147257",2719,"glypican 3",1,"X:133535754-133985646","Yes",26.2,"","yes","","Wilms tumour","Simpson-Golabi-Behmel syndrome","O","Rec/X","oncogene, TSG","D, Mis, N, F, S","","","","COSG334781","GPC3","2719,DGSX,ENSG00000147257.13,GPC3,OCI-5,P51654,SDYS,SGB,SGBS,SGBS1"
"288","GPC5","ENSG00000179399.14","ENSG00000179399",2262,"glypican 5",2,"13:91398607-92867237","",31.3,"yes","","lung adenocarcinoma","","","E","","TSG","D","","","","COSG248046","GPC5","2262,ENSG00000179399.14,GPC5,P78333"
"289","GPHN","ENSG00000171723.15","ENSG00000171723",10243,"gephyrin (GPH)",1,"14:66507407-67181803","",23.3,"yes","","AL","","","L","Dom","fusion","T","KMT2A","","","COSG223586","GPHN","10243,ENSG00000171723.15,GPHN,KIAA1385,Q9NQX3"
"290","GRIN2A","ENSG00000183454.16","ENSG00000183454",2903,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",1,"16:9753404-10182754","Yes",13.2,"yes","","melanoma, colorectal carcinoma, gastric carcinoma, lung carcinoma","","","E","Rec","TSG","Mis, N, F, O","","yes  ","Focal epilepsy and speech disorder with or without mental retardation","COSG284508","GRIN2A","2903,ENSG00000183454.16,GRIN2A,GluN2A,NMDAR2A,Q12879"
"291","GRM3","ENSG00000198822.10","ENSG00000198822",2913,"glutamate metabotropic receptor 3 ",2,"7:86643914-86864884","",21.12,"yes","","melanoma, oral SCC","","","E","","oncogene","Mis, A","","","","COSG252350","GRM3","2913,ENSG00000198822.10,GPRC1C,GRM3,MGLUR3,Q14832,mGlu3"
"292","H3F3A","ENSG00000163041.9","ENSG00000163041",3020,"H3 histone, family 3A",1,"1:226063977-226072001","Yes",42.12,"yes","","glioma","","","O","Dom","oncogene","Mis","","","","COSG319411","H3F3A","3020,ENSG00000163041.9,H3.3A,H3F3,H3F3A,P84243"
"293","H3F3B","ENSG00000132475.10","ENSG00000132475",3021,"H3 histone, family 3B (H3.3B)",1,"17:75776434-75779779","Yes",25.1,"yes","","chondroblastoma","","","M","Dom","oncogene","Mis","","","","COSG244780","H3F3B","3021,ENSG00000132475.10,H3.3B,H3F3B,P84243"
"294","HERPUD1","ENSG00000051108.14","ENSG00000051108",9709,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1",1,"16:56932048-56944863","",13,"yes","","prostate","","","E","Dom","fusion","T","ERG","","","COSG207912","HERPUD1","9709,ENSG00000051108.14,HERP,HERPUD1,KIAA0025,Mif1,Q15011,SUP"
"295","HEY1","ENSG00000164683.16","ENSG00000164683",23462,"hairy/enhancer-of-split related with YRPW motif 1",1,"8:79764013-79767857","Yes",21.13,"yes","","mesenchymal chondrosarcoma","","","M","Dom","oncogene, fusion","T","NCOA2","","","COSG339823","HEY1","23462,CHF-2,CHF2,ENSG00000164683.16,HERP2,HESR-1,HESR1,HEY1,HRT-1,Q9Y5J3,bHLHb31"
"296","HIF1A","ENSG00000100644.16","ENSG00000100644",3091,"hypoxia inducible factor 1 alpha subunit ",1,"14:61697622-61748259","Yes",23.2,"yes","","endometrioid carcinoma, glioblastoma, colorectal, renal, lung, pancreatic","","","E, O","Dom","oncogene","Mis, F, N","","","","COSG258842","HIF1A","3091,ENSG00000100644.16,HIF-1alpha,HIF1,HIF1A,MOP1,PASD8,Q16665,bHLHe78"
"297","HIP1","ENSG00000127946.16","ENSG00000127946",3092,"huntingtin interacting protein 1",1,"7:75533300-75738947","Yes",11.23,"yes","","CMML, NSCLC","","","L, E","Dom","oncogene, fusion","T","PDGFRB, ALK","","","COSG260453","HIP1","3092,ENSG00000127946.16,HIP1,ILWEQ,O00291"
"298","HIST1H3B","ENSG00000274267.1","ENSG00000274267",8358,"histone cluster 1, H3b",1,"6:26031650-26032060","Yes",22.2,"yes","","glioma","","","O","Dom","oncogene","Mis","","","","COSG371775","HIST1H3B","8358,ENSG00000274267.1,H3/l,H3FL,HIST1H3B,P68431"
"299","HIST1H4I","ENSG00000276180.1","ENSG00000276180",8294,"histone 1, H4i (H4FM)",1,"6:27138588-27139881","",22.1,"yes","","NHL","","","L","Dom","fusion","T","BCL6","","","COSG367327","HIST1H4I","8294,ENSG00000276180.1,H4/m,H4FM,HIST1H4I,P62805"
"300","HLA-A","ENSG00000206503.12","ENSG00000206503",3105,"major histocompatibility complex, class I, A",1,"6:29941260-29945884","",22.1,"yes","","Spitzoid tumour","","","E","Dom","fusion","T","ROS1","yes  ","Carbamazepine-induced hypersensitivity syndrome","COSG308194","HLA-A","3105,ENSG00000206503.12,HLA-A,P04439,P13746,P16188"
"301","HLF","ENSG00000108924.13","ENSG00000108924",3131,"hepatic leukemia factor",1,"17:55265012-55325065","",22,"yes","","ALL","","","L","Dom","oncogene, fusion","T","TCF3","","","COSG330902","HLF","3131,ENSG00000108924.13,HLF,MGC33822,Q16534"
"302","HMGA1","ENSG00000137309.19","ENSG00000137309",3159,"high mobility group AT-hook 1",1,"6:34236873-34246230","",21.31,"yes","","microfollicular thyroid adenoma, various benign mesenchymal tumours","","","E, M","Dom","oncogene, fusion","T","?","","","COSG305251","HMGA1","3159,ENSG00000137309.19,HMGA1,HMGIY,P17096"
"303","HMGA2","ENSG00000149948.13","ENSG00000149948",8091,"high mobility group AT-hook 2 (HMGIC)",1,"12:65824460-65915447","",14.3,"yes","","lipoma, leiomyoma, pleomorphic salivary gland adenoma","","","M","Dom","oncogene, fusion","T","LHFP, RAD51B, LPP, COX6C, ACKR3, NFIB, ALDH2, CCNB1IP1, EBF1, WIF1, FHIT","","","COSG311416","HMGA2","8091,BABL,ENSG00000149948.13,HMGA2,HMGIC,LIPO"
"304","HMGN2P46",NA,NA,NA,"high mobility group nucleosomal binding domain 2 pseudogene 46",2,"15:45511136-45556730","",21.1,"yes","","prostate","","","E","Dom","fusion","T","ETV1","","","COSG357903","HMGN2P46",""
"305","HNF1A","ENSG00000135100.17","ENSG00000135100",6927,"HNF1 homeobox A",1,"12:120978749-121001269","Yes",24.31,"yes","yes","hepatic adenoma, hepatocellular","hepatic adenoma, hepatocellular carcinoma","familial hepatic adenoma","E","Rec","TSG","Mis, F","","yes  ","Maturity-onset diabetes of the young, TYPE III","COSG258866","HNF1A","6927,ENSG00000135100.17,HNF1,HNF1A,LFB1,MODY3,TCF1"
"306","HNRNPA2B1","ENSG00000122566.20","ENSG00000122566",3181,"heterogeneous nuclear ribonucleoprotein A2/B1",1,"7:26189927-26200746","Yes",15.2,"yes","","prostate","","","E","Dom","oncogene, fusion","T","ETV1","","","COSG231920","HNRNPA2B1","3181,ENSG00000122566.20,HNRNPA2B1,HNRPA2B1,P22626"
"307","HOOK3","ENSG00000168172.8","ENSG00000168172",84376,"hook homolog 3",1,"8:42896932-43030539","",11.21,"yes","","papillary thyroid","","","E","Dom","fusion","T","RET","","","COSG278051","HOOK3","84376,ENSG00000168172.8,HK3,HOOK3,Q86VS8"
"308","HOXA11","ENSG00000005073.5","ENSG00000005073",3207,"homeo box A11",1,"7:27181515-27185216","Yes",15.2,"yes","","CML","","","L","Dom","oncogene, TSG, fusion","T","NUP98","","","COSG315583","HOXA11","3207,ENSG00000005073.5,HOX1,HOX1I,HOXA11,P31270"
"309","HOXA13","ENSG00000106031.7","ENSG00000106031",3209,"homeo box A13",1,"7:27194364-27200106","",15.2,"yes","","AML","","","L","Dom","oncogene, fusion","T","NUP98","","","COSG344364","HOXA13","3209,ENSG00000106031.7,HOX1,HOX1J,HOXA13,P31271"
"310","HOXA9","ENSG00000078399.17","ENSG00000078399",3205,"homeo box A9",1,"7:27162435-27165530","",15.2,"yes","","AML*","","","L","Dom","oncogene, TSG, fusion","T","NUP98, MSI2","","","COSG322890","HOXA9","3205,ENSG00000078399.17,HOX1,HOX1G,HOXA9,P31269"
"311","HOXC11","ENSG00000123388.4","ENSG00000123388",3227,"homeo box C11",1,"12:53973126-53977643","",13.13,"yes","","AML","","","L","Dom","oncogene, fusion","T","NUP98","","","COSG206407","HOXC11","3227,ENSG00000123388.4,HOX3H,HOXC11,O43248"
"312","HOXC13","ENSG00000123364.4","ENSG00000123364",3229,"homeo box C13",1,"12:53938765-53946544","",13.13,"yes","","AML","","","L","Dom","oncogene, fusion","T","NUP98","","","COSG328238","HOXC13","3229,ENSG00000123364.4,HOX3,HOX3G,HOXC13,P31276"
"313","HOXD11","ENSG00000128713.13","ENSG00000128713",3237,"homeo box D11",1,"2:176107286-176109588","",31.1,"yes","","AML","","","L","Dom","oncogene, fusion","T","NUP98","","","COSG278016","HOXD11","3237,ENSG00000128713.13,HOX4,HOX4F,HOXD11,P31277"
"314","HOXD13","ENSG00000128714.5","ENSG00000128714",3239,"homeo box D13",1,"2:176092891-176095938","",31.1,"yes","","AML*","","","L","Dom","oncogene, fusion","T","NUP98","","","COSG377004","HOXD13","3239,ENSG00000128714.5,HOX4I,HOXD13,P35453,SPD"
"315","HRAS","ENSG00000174775.16","ENSG00000174775",3265,"v-Ha-ras Harvey rat sarcoma viral oncogene homolog",1,"11:532243-535550","Yes",15.5,"yes","yes","infrequent sarcomas, rare other tumour types","rhabdomyosarcoma, ganglioneuroblastoma, bladder","Costello syndrome","E, L, M","Dom","oncogene","Mis","","","","COSG355091","HRAS","3265,ENSG00000174775.16,HRAS,HRAS1,P01112"
"316","HSP90AA1","ENSG00000080824.18","ENSG00000080824",3320,"heat shock protein 90kDa alpha (cytosolic), class A member 1",1,"14:102081049-102139686","",32.31,"yes","","NHL","","","L","Dom","fusion","T","BCL6","","","COSG391984","HSP90AA1","3320,ENSG00000080824.18,FLJ31884,HSP90AA1,HSP90N,HSPC1,HSPCA,Hsp89,Hsp90,P07900"
"317","HSP90AB1","ENSG00000096384.19","ENSG00000096384",3326,"heat shock protein 90kDa alpha (cytosolic), class B member 1",1,"6:44247866-44253883","",21.1,"yes","","NHL","","","L","Dom","fusion","T","BCL6","","","COSG223136","HSP90AB1","3326,ENSG00000096384.19,HSP90AB1,HSPC2,HSPCB,P08238"
"318","ID3","ENSG00000117318.8","ENSG00000117318",3399,"inhibitor of DNA binding 3, HLH protein",2,"1:23557918-23559794","",36.12,"yes","","Burkitt lymphoma","","","L","","TSG","Mis, N","","","","COSG315012","ID3","3399,ENSG00000117318.8,HEIR-1,ID3,Q02535,bHLHb25"
"319","IDH1","ENSG00000138413.13","ENSG00000138413",3417,"isocitrate dehydrogenase 1 (NADP+), soluble",1,"2:208236265-208254322","Yes",34,"yes","","glioblastoma","","","O","Dom","oncogene","Mis","","","","COSG291146","IDH1","3417,ENSG00000138413.13,IDH1,O75874"
"320","IDH2","ENSG00000182054.9","ENSG00000182054",3418,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",1,"15:90083045-90102504","Yes",26.1,"yes","","glioblastoma","","","O","Dom","oncogene","Mis","","","","COSG378772","IDH2","3418,ENSG00000182054.9,IDH2,P48735"
"321","IGF2BP2","ENSG00000073792.15","ENSG00000073792",10644,"insulin like growth factor 2 mRNA binding protein 2",2,"3:185643975-185825012","",27.2,"yes","","lymphoma","","","L","","TSG","D","","yes  ","Diabetes mellitus, noninsulin-dependent, susceptibility","COSG312980","IGF2BP2","10644,ENSG00000073792.15,IGF2BP2,IMP-2"
"322","IGH",NA,NA,3492,"immunoglobulin heavy locus",1,"14:-","Yes",32.33,"yes","","MM, Burkitt lymphoma, NHL, CLL, B-ALL, MALT, MLCLS","","","L","Dom","fusion","T","MYC, FGFR3, PAX5, FCRL4, IRF4, CCND1, BCL9, BCL8, BCL6, BCL2, BCL3, BCL10, BCL11A. LHX4, DDX6, NFKB2, PAFAH1B2, PCSK7, CRLF2","","","COSG","",""
"323","IGK",NA,NA,50802,"immunoglobulin kappa locus",1,"2:-","",12,"yes","","Burkitt lymphoma, B-NHL","","","L","Dom","fusion","T","MYC, KDSR","","","COSG","",""
"324","IGL",NA,NA,3535,"immunoglobulin lambda locus",1,"22:-","",11.2,"yes","","Burkitt lymphoma","","","L","Dom","fusion","T","BCL9, MYC, CCND2","","","COSG","",""
"325","IKBKB","ENSG00000104365.13","ENSG00000104365",3551,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",1,"8:42271302-42331608","Yes",11.21,"yes","","SMZL","","","L","Dom","oncogene","Mis","","yes  ","Immunodeficiency 15","COSG344765","IKBKB","3551,ENSG00000104365.13,IKBKB,IKK-beta,IKK2,IKKB,NFKBIKB,O14920"
"326","IKZF1","ENSG00000185811.18","ENSG00000185811",10320,"IKAROS family zinc finger 1",1,"7:50304669-50405101","Yes",12.2,"yes","","ALL, DLBCL","","","L","Dom/Rec","TSG, fusion","D,T","BCL6","","","COSG230143","IKZF1","10320,ENSG00000185811.18,Hs.54452,IKAROS,IKZF1,LyF-1,PPP1R92,ZNFN1A1,hIk-1"
"327","IKZF3","ENSG00000161405.16","ENSG00000161405",22806,"IKAROS Family Zinc Finger 3",1,"17:39757715-39864188","",21.1,"yes","","B-ALL, CLL, breast cancer, colorectal cancer","","","L, E","","oncogene, TSG, fusion","D, Mis, F, N, T","NAGLU, VAPB","","","COSG369634","IKZF3","22806,Aiolos,ENSG00000161405.16,IKZF3,Q9UKT9,ZNFN1A3"
"328","IL2","ENSG00000109471.4","ENSG00000109471",3558,"interleukin 2",1,"4:122451470-122456725","",27,"yes","","intestinal T-cell lymphoma","","","L","Dom","fusion","T","TNFRSF17","","","COSG395191","IL2","3558,ENSG00000109471.4,IL-2,IL2,P60568,TCGF"
"329","IL21R","ENSG00000103522.15","ENSG00000103522",50615,"interleukin 21 receptor",1,"16:27402162-27452042","",12.1,"yes","","NHL","","","L","Dom","fusion","T","BCL6","","","COSG392938","IL21R","50615,CD360,ENSG00000103522.15,IL21R,Q9HBE5"
"330","IL6ST","ENSG00000134352.19","ENSG00000134352",3572,"interleukin 6 signal transducer (gp130, oncostatin M receptor)",1,"5:55935095-55994993","Yes",11.2,"yes","","hepatocellular carcinoma","","","E","Dom","oncogene","O","","","","COSG264297","IL6ST","3572,CD130,ENSG00000134352.19,GP130,IL6ST,P40189"
"331","IL7R","ENSG00000168685.14","ENSG00000168685",3575,"interleukin 7 receptor",1,"5:35856849-35879603","Yes",13.2,"yes","","ALL, ETP ALL","","","L","Dom","oncogene","Mis, O","","yes  ","Severe combined immune deficiency","COSG300562","IL7R","3575,CD127,ENSG00000168685.14,IL7R,IL7RA,P16871"
